Action Type, Option ID,Location Type,Location ID,On-Query Reason Code
ADD,100001820,Parent Warehouse,FC01,15
ADD,100001821,Parent Warehouse,FC01,15
ADD,100001822,Parent Warehouse,FC01,15
ADD,100001828,Parent Warehouse,FC01,15
ADD,100001836,Parent Warehouse,FC01,15
ADD,100001837,Parent Warehouse,FC01,15
ADD,100001838,Parent Warehouse,FC01,15
ADD,100001848,Parent Warehouse,FC01,15
ADD,100001877,Parent Warehouse,FC01,15
ADD,100001891,Parent Warehouse,FC01,15
ADD,100001894,Parent Warehouse,FC01,15
ADD,100001903,Parent Warehouse,FC01,15
ADD,100001906,Parent Warehouse,FC01,15
ADD,100001910,Parent Warehouse,FC01,15
ADD,100001918,Parent Warehouse,FC01,15
ADD,100001921,Parent Warehouse,FC01,15
ADD,100001922,Parent Warehouse,FC01,15
ADD,100001928,Parent Warehouse,FC01,15
ADD,100001942,Parent Warehouse,FC01,15
ADD,100001962,Parent Warehouse,FC01,15
ADD,100001963,Parent Warehouse,FC01,15
ADD,100001995,Parent Warehouse,FC01,15
ADD,100002001,Parent Warehouse,FC01,15
ADD,100002007,Parent Warehouse,FC01,15
ADD,100002009,Parent Warehouse,FC01,15
ADD,100002010,Parent Warehouse,FC01,15
ADD,100002013,Parent Warehouse,FC01,15
ADD,100002048,Parent Warehouse,FC01,15
ADD,100002055,Parent Warehouse,FC01,15
ADD,100002056,Parent Warehouse,FC01,15
ADD,100002057,Parent Warehouse,FC01,15
ADD,100002058,Parent Warehouse,FC01,15
ADD,100002059,Parent Warehouse,FC01,15
ADD,100002063,Parent Warehouse,FC01,15
ADD,100002070,Parent Warehouse,FC01,15
ADD,100002078,Parent Warehouse,FC01,15
ADD,100002113,Parent Warehouse,FC01,15
ADD,100002114,Parent Warehouse,FC01,15
ADD,100002115,Parent Warehouse,FC01,15
ADD,100002116,Parent Warehouse,FC01,15
ADD,100002117,Parent Warehouse,FC01,15
ADD,100002118,Parent Warehouse,FC01,15
ADD,100002145,Parent Warehouse,FC01,15
ADD,100002146,Parent Warehouse,FC01,15
ADD,100002180,Parent Warehouse,FC01,15
ADD,100002182,Parent Warehouse,FC01,15
ADD,100002197,Parent Warehouse,FC01,15
ADD,100002205,Parent Warehouse,FC01,15
ADD,100002207,Parent Warehouse,FC01,15
ADD,100002221,Parent Warehouse,FC01,15
ADD,100002233,Parent Warehouse,FC01,15
ADD,100002242,Parent Warehouse,FC01,15
ADD,100002276,Parent Warehouse,FC01,15
ADD,100002308,Parent Warehouse,FC01,15
ADD,100002314,Parent Warehouse,FC01,15
ADD,100002316,Parent Warehouse,FC01,15
ADD,100002321,Parent Warehouse,FC01,15
ADD,100002323,Parent Warehouse,FC01,15
ADD,100002328,Parent Warehouse,FC01,15
ADD,100002330,Parent Warehouse,FC01,15
ADD,100002332,Parent Warehouse,FC01,15
ADD,100002356,Parent Warehouse,FC01,15
ADD,100002357,Parent Warehouse,FC01,15
ADD,100002368,Parent Warehouse,FC01,15
ADD,100002372,Parent Warehouse,FC01,15
ADD,100002380,Parent Warehouse,FC01,15
ADD,100002381,Parent Warehouse,FC01,15
ADD,100002413,Parent Warehouse,FC01,15
ADD,100002414,Parent Warehouse,FC01,15
ADD,100002415,Parent Warehouse,FC01,15
ADD,100002417,Parent Warehouse,FC01,15
ADD,100002418,Parent Warehouse,FC01,15
ADD,100002419,Parent Warehouse,FC01,15
ADD,100002420,Parent Warehouse,FC01,15
ADD,100002437,Parent Warehouse,FC01,15
ADD,100002468,Parent Warehouse,FC01,15
ADD,100002500,Parent Warehouse,FC01,15
ADD,100002513,Parent Warehouse,FC01,15
ADD,100002514,Parent Warehouse,FC01,15
ADD,100002542,Parent Warehouse,FC01,15
ADD,100002543,Parent Warehouse,FC01,15
ADD,100002545,Parent Warehouse,FC01,15
ADD,100002553,Parent Warehouse,FC01,15
ADD,100002556,Parent Warehouse,FC01,15
ADD,100002564,Parent Warehouse,FC01,15
ADD,100002601,Parent Warehouse,FC01,15
ADD,100002612,Parent Warehouse,FC01,15
ADD,100002613,Parent Warehouse,FC01,15
ADD,100002615,Parent Warehouse,FC01,15
ADD,100002616,Parent Warehouse,FC01,15
ADD,100002617,Parent Warehouse,FC01,15
ADD,100002666,Parent Warehouse,FC01,15
ADD,100002667,Parent Warehouse,FC01,15
ADD,100002668,Parent Warehouse,FC01,15
ADD,100002669,Parent Warehouse,FC01,15
ADD,100002674,Parent Warehouse,FC01,15
ADD,100002683,Parent Warehouse,FC01,15
ADD,100002721,Parent Warehouse,FC01,15
ADD,100002722,Parent Warehouse,FC01,15
ADD,100002723,Parent Warehouse,FC01,15
ADD,100002724,Parent Warehouse,FC01,15
ADD,100002725,Parent Warehouse,FC01,15
ADD,100002728,Parent Warehouse,FC01,15
ADD,100002731,Parent Warehouse,FC01,15
ADD,100002738,Parent Warehouse,FC01,15
ADD,100002756,Parent Warehouse,FC01,15
ADD,100002823,Parent Warehouse,FC01,15
ADD,100002847,Parent Warehouse,FC01,15
ADD,100002848,Parent Warehouse,FC01,15
ADD,100002851,Parent Warehouse,FC01,15
ADD,100002861,Parent Warehouse,FC01,15
ADD,100002871,Parent Warehouse,FC01,15
ADD,100002875,Parent Warehouse,FC01,15
ADD,100002895,Parent Warehouse,FC01,15
ADD,100002932,Parent Warehouse,FC01,15
ADD,100002933,Parent Warehouse,FC01,15
ADD,100002934,Parent Warehouse,FC01,15
ADD,100002973,Parent Warehouse,FC01,15
ADD,100002975,Parent Warehouse,FC01,15
ADD,100002981,Parent Warehouse,FC01,15
ADD,100003018,Parent Warehouse,FC01,15
ADD,100003019,Parent Warehouse,FC01,15
ADD,100003021,Parent Warehouse,FC01,15
ADD,100003022,Parent Warehouse,FC01,15
ADD,100003023,Parent Warehouse,FC01,15
ADD,100003024,Parent Warehouse,FC01,15
ADD,100003025,Parent Warehouse,FC01,15
ADD,100003052,Parent Warehouse,FC01,15
ADD,100003077,Parent Warehouse,FC01,15
ADD,100003080,Parent Warehouse,FC01,15
ADD,100003137,Parent Warehouse,FC01,15
ADD,100003138,Parent Warehouse,FC01,15
ADD,100003139,Parent Warehouse,FC01,15
ADD,100003141,Parent Warehouse,FC01,15
ADD,100003171,Parent Warehouse,FC01,15
ADD,100003181,Parent Warehouse,FC01,15
ADD,100003182,Parent Warehouse,FC01,15
ADD,100003185,Parent Warehouse,FC01,15
ADD,100003197,Parent Warehouse,FC01,15
ADD,100003221,Parent Warehouse,FC01,15
ADD,100003222,Parent Warehouse,FC01,15
ADD,100003229,Parent Warehouse,FC01,15
ADD,100003230,Parent Warehouse,FC01,15
ADD,100003231,Parent Warehouse,FC01,15
ADD,100003232,Parent Warehouse,FC01,15
ADD,100003234,Parent Warehouse,FC01,15
ADD,100003235,Parent Warehouse,FC01,15
ADD,100003245,Parent Warehouse,FC01,15
ADD,100003281,Parent Warehouse,FC01,15
ADD,100003282,Parent Warehouse,FC01,15
ADD,100003283,Parent Warehouse,FC01,15
ADD,100003334,Parent Warehouse,FC01,15
ADD,100003336,Parent Warehouse,FC01,15
ADD,100003337,Parent Warehouse,FC01,15
ADD,100003338,Parent Warehouse,FC01,15
ADD,100003339,Parent Warehouse,FC01,15
ADD,100003340,Parent Warehouse,FC01,15
ADD,100003341,Parent Warehouse,FC01,15
ADD,100003342,Parent Warehouse,FC01,15
ADD,100003343,Parent Warehouse,FC01,15
ADD,100003361,Parent Warehouse,FC01,15
ADD,100003362,Parent Warehouse,FC01,15
ADD,100003388,Parent Warehouse,FC01,15
ADD,100003408,Parent Warehouse,FC01,15
ADD,100003417,Parent Warehouse,FC01,15
ADD,100003420,Parent Warehouse,FC01,15
ADD,100003421,Parent Warehouse,FC01,15
ADD,100003446,Parent Warehouse,FC01,15
ADD,100003467,Parent Warehouse,FC01,15
ADD,100003469,Parent Warehouse,FC01,15
ADD,100003470,Parent Warehouse,FC01,15
ADD,100003475,Parent Warehouse,FC01,15
ADD,100003476,Parent Warehouse,FC01,15
ADD,100003479,Parent Warehouse,FC01,15
ADD,100003481,Parent Warehouse,FC01,15
ADD,100003507,Parent Warehouse,FC01,15
ADD,100003521,Parent Warehouse,FC01,15
ADD,100003522,Parent Warehouse,FC01,15
ADD,100003534,Parent Warehouse,FC01,15
ADD,100003535,Parent Warehouse,FC01,15
ADD,100003536,Parent Warehouse,FC01,15
ADD,100003537,Parent Warehouse,FC01,15
ADD,100003538,Parent Warehouse,FC01,15
ADD,100003542,Parent Warehouse,FC01,15
ADD,100003572,Parent Warehouse,FC01,15
ADD,100003584,Parent Warehouse,FC01,15
ADD,100003585,Parent Warehouse,FC01,15
ADD,100003586,Parent Warehouse,FC01,15
ADD,100003587,Parent Warehouse,FC01,15
ADD,100003593,Parent Warehouse,FC01,15
ADD,100003594,Parent Warehouse,FC01,15
ADD,100003596,Parent Warehouse,FC01,15
ADD,100003599,Parent Warehouse,FC01,15
ADD,100003637,Parent Warehouse,FC01,15
ADD,100003638,Parent Warehouse,FC01,15
ADD,100003639,Parent Warehouse,FC01,15
ADD,100003640,Parent Warehouse,FC01,15
ADD,100003641,Parent Warehouse,FC01,15
ADD,100003642,Parent Warehouse,FC01,15
ADD,100003643,Parent Warehouse,FC01,15
ADD,100003644,Parent Warehouse,FC01,15
ADD,100003645,Parent Warehouse,FC01,15
ADD,100003646,Parent Warehouse,FC01,15
ADD,100003647,Parent Warehouse,FC01,15
ADD,100003648,Parent Warehouse,FC01,15
ADD,100003672,Parent Warehouse,FC01,15
ADD,100003716,Parent Warehouse,FC01,15
ADD,100003717,Parent Warehouse,FC01,15
ADD,100003742,Parent Warehouse,FC01,15
ADD,100003743,Parent Warehouse,FC01,15
ADD,100003758,Parent Warehouse,FC01,15
ADD,100003759,Parent Warehouse,FC01,15
ADD,100003761,Parent Warehouse,FC01,15
ADD,100003762,Parent Warehouse,FC01,15
ADD,100003767,Parent Warehouse,FC01,15
ADD,100003768,Parent Warehouse,FC01,15
ADD,100003771,Parent Warehouse,FC01,15
ADD,100003779,Parent Warehouse,FC01,15
ADD,100003827,Parent Warehouse,FC01,15
ADD,100003828,Parent Warehouse,FC01,15
ADD,100003829,Parent Warehouse,FC01,15
ADD,100003830,Parent Warehouse,FC01,15
ADD,100003831,Parent Warehouse,FC01,15
ADD,100003874,Parent Warehouse,FC01,15
ADD,100003879,Parent Warehouse,FC01,15
ADD,100003885,Parent Warehouse,FC01,15
ADD,100003929,Parent Warehouse,FC01,15
ADD,100003930,Parent Warehouse,FC01,15
ADD,100003931,Parent Warehouse,FC01,15
ADD,100003932,Parent Warehouse,FC01,15
ADD,100003944,Parent Warehouse,FC01,15
ADD,100003945,Parent Warehouse,FC01,15
ADD,100003958,Parent Warehouse,FC01,15
ADD,100003961,Parent Warehouse,FC01,15
ADD,100003963,Parent Warehouse,FC01,15
ADD,100003997,Parent Warehouse,FC01,15
ADD,100003998,Parent Warehouse,FC01,15
ADD,100004016,Parent Warehouse,FC01,15
ADD,100004032,Parent Warehouse,FC01,15
ADD,100004033,Parent Warehouse,FC01,15
ADD,100004039,Parent Warehouse,FC01,15
ADD,100004054,Parent Warehouse,FC01,15
ADD,100004057,Parent Warehouse,FC01,15
ADD,100004058,Parent Warehouse,FC01,15
ADD,100004059,Parent Warehouse,FC01,15
ADD,100004063,Parent Warehouse,FC01,15
ADD,100004078,Parent Warehouse,FC01,15
ADD,100004085,Parent Warehouse,FC01,15
ADD,100004109,Parent Warehouse,FC01,15
ADD,100004117,Parent Warehouse,FC01,15
ADD,100004119,Parent Warehouse,FC01,15
ADD,100004120,Parent Warehouse,FC01,15
ADD,100004121,Parent Warehouse,FC01,15
ADD,100004122,Parent Warehouse,FC01,15
ADD,100004123,Parent Warehouse,FC01,15
ADD,100004127,Parent Warehouse,FC01,15
ADD,100004128,Parent Warehouse,FC01,15
ADD,100004129,Parent Warehouse,FC01,15
ADD,100004138,Parent Warehouse,FC01,15
ADD,100004156,Parent Warehouse,FC01,15
ADD,100004160,Parent Warehouse,FC01,15
ADD,100004168,Parent Warehouse,FC01,15
ADD,100004169,Parent Warehouse,FC01,15
ADD,100004170,Parent Warehouse,FC01,15
ADD,100004178,Parent Warehouse,FC01,15
ADD,100004209,Parent Warehouse,FC01,15
ADD,100004210,Parent Warehouse,FC01,15
ADD,100004211,Parent Warehouse,FC01,15
ADD,100004212,Parent Warehouse,FC01,15
ADD,100004213,Parent Warehouse,FC01,15
ADD,100004214,Parent Warehouse,FC01,15
ADD,100004218,Parent Warehouse,FC01,15
ADD,100004221,Parent Warehouse,FC01,15
ADD,100004222,Parent Warehouse,FC01,15
ADD,100004224,Parent Warehouse,FC01,15
ADD,100004237,Parent Warehouse,FC01,15
ADD,100004280,Parent Warehouse,FC01,15
ADD,100004281,Parent Warehouse,FC01,15
ADD,100004299,Parent Warehouse,FC01,15
ADD,100004302,Parent Warehouse,FC01,15
ADD,100004303,Parent Warehouse,FC01,15
ADD,100004322,Parent Warehouse,FC01,15
ADD,100004337,Parent Warehouse,FC01,15
ADD,100004338,Parent Warehouse,FC01,15
ADD,100004352,Parent Warehouse,FC01,15
ADD,100004354,Parent Warehouse,FC01,15
ADD,100004369,Parent Warehouse,FC01,15
ADD,100004391,Parent Warehouse,FC01,15
ADD,100004392,Parent Warehouse,FC01,15
ADD,100004399,Parent Warehouse,FC01,15
ADD,100004400,Parent Warehouse,FC01,15
ADD,100004401,Parent Warehouse,FC01,15
ADD,100004402,Parent Warehouse,FC01,15
ADD,100004403,Parent Warehouse,FC01,15
ADD,100004404,Parent Warehouse,FC01,15
ADD,100004405,Parent Warehouse,FC01,15
ADD,100004432,Parent Warehouse,FC01,15
ADD,100004442,Parent Warehouse,FC01,15
ADD,100004443,Parent Warehouse,FC01,15
ADD,100004444,Parent Warehouse,FC01,15
ADD,100004445,Parent Warehouse,FC01,15
ADD,100004446,Parent Warehouse,FC01,15
ADD,100004447,Parent Warehouse,FC01,15
ADD,100004457,Parent Warehouse,FC01,15
ADD,100004489,Parent Warehouse,FC01,15
ADD,100004490,Parent Warehouse,FC01,15
ADD,100004491,Parent Warehouse,FC01,15
ADD,100004492,Parent Warehouse,FC01,15
ADD,100004493,Parent Warehouse,FC01,15
ADD,100004494,Parent Warehouse,FC01,15
ADD,100004495,Parent Warehouse,FC01,15
ADD,100004496,Parent Warehouse,FC01,15
ADD,100004497,Parent Warehouse,FC01,15
ADD,100004498,Parent Warehouse,FC01,15
ADD,100004499,Parent Warehouse,FC01,15
ADD,100004503,Parent Warehouse,FC01,15
ADD,100004506,Parent Warehouse,FC01,15
ADD,100004540,Parent Warehouse,FC01,15
ADD,100004547,Parent Warehouse,FC01,15
ADD,100004552,Parent Warehouse,FC01,15
ADD,100004567,Parent Warehouse,FC01,15
ADD,100004580,Parent Warehouse,FC01,15
ADD,100004581,Parent Warehouse,FC01,15
ADD,100004583,Parent Warehouse,FC01,15
ADD,100004585,Parent Warehouse,FC01,15
ADD,100004600,Parent Warehouse,FC01,15
ADD,100004628,Parent Warehouse,FC01,15
ADD,100004633,Parent Warehouse,FC01,15
ADD,100004637,Parent Warehouse,FC01,15
ADD,100004638,Parent Warehouse,FC01,15
ADD,100004647,Parent Warehouse,FC01,15
ADD,100004649,Parent Warehouse,FC01,15
ADD,100004650,Parent Warehouse,FC01,15
ADD,100004693,Parent Warehouse,FC01,15
ADD,100004702,Parent Warehouse,FC01,15
ADD,100004703,Parent Warehouse,FC01,15
ADD,100004704,Parent Warehouse,FC01,15
ADD,100004705,Parent Warehouse,FC01,15
ADD,100004710,Parent Warehouse,FC01,15
ADD,100004733,Parent Warehouse,FC01,15
ADD,100004738,Parent Warehouse,FC01,15
ADD,100004739,Parent Warehouse,FC01,15
ADD,100004753,Parent Warehouse,FC01,15
ADD,100004781,Parent Warehouse,FC01,15
ADD,100004782,Parent Warehouse,FC01,15
ADD,100004783,Parent Warehouse,FC01,15
ADD,100004784,Parent Warehouse,FC01,15
ADD,100004785,Parent Warehouse,FC01,15
ADD,100004796,Parent Warehouse,FC01,15
ADD,100004797,Parent Warehouse,FC01,15
ADD,100004798,Parent Warehouse,FC01,15
ADD,100004810,Parent Warehouse,FC01,15
ADD,100004870,Parent Warehouse,FC01,15
ADD,100004875,Parent Warehouse,FC01,15
ADD,100004885,Parent Warehouse,FC01,15
ADD,100004899,Parent Warehouse,FC01,15
ADD,100004904,Parent Warehouse,FC01,15
ADD,100004923,Parent Warehouse,FC01,15
ADD,100004928,Parent Warehouse,FC01,15
ADD,100004929,Parent Warehouse,FC01,15
ADD,100004930,Parent Warehouse,FC01,15
ADD,100004931,Parent Warehouse,FC01,15
ADD,100004942,Parent Warehouse,FC01,15
ADD,100004947,Parent Warehouse,FC01,15
ADD,100004972,Parent Warehouse,FC01,15
ADD,100004977,Parent Warehouse,FC01,15
ADD,100004978,Parent Warehouse,FC01,15
ADD,100004980,Parent Warehouse,FC01,15
ADD,100004984,Parent Warehouse,FC01,15
ADD,100005023,Parent Warehouse,FC01,15
ADD,100005024,Parent Warehouse,FC01,15
