OptionID,DespatchMonth,PartnerID,Store_Name,DC,StoreID,SalesOrder,SalesOrdtype,CancelId,CancelDate,Units_by_size,Error_desc,Buying_Group,Business_Model_Name,OrderRowCode,OriginalErrorDate,Assigned_Team,Brand_Code,OB_Name,OB_Tab_Name
ORA-01422: exact fetch returns more than requested number of rows - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT - 100,Jersey TM,Topman,#MM8OZA,17-FEB-23,Commercial Team,TM,Jersey,HW Jersey

116053088,01-FEB-23,30013,LaModa,,,3PDQE8LM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0,Cannot cancel non-existing Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30022,Namshi,,,3PDQE8NM,MCO,,,UK6:3|UK8:6|UK10:8|UK12:6|UK14:5|UK16:2|UK18:0,Postcode is missing from Partners address(es).,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30025,Nordstrom DIR East,,,3PDQE8NI,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
115873938,01-MAR-23,30067,Nordstrom Canada FLS,,,MM8OZANB,MCO,6,09-JAN-23,L:0|M:0|S:0|XL:0|XS:0|XXL:0,ORA-01403: no data found
ORA-01422: exact fetch returns more than requested number of rows - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT - 100,Jersey TM,Topman,#MM8OZA,17-FEB-23,Commercial Team,TM,Jersey,HW Jersey

104682335,01-FEB-23,30022,Namshi,,,XFQ8JINM,MCO,,,W30L28:8|W32L28:9|W34L28:8|W25L28:9|W26L28:14|W28L28:12,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#XFQ8JI,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
104682335,01-FEB-23,30025,Nordstrom DIR East,,,XFQ8JINI,MCO,,,W24L28:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#XFQ8JI,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
104682335,01-FEB-23,30026,Nordstrom FLS,,,XFQ8JINF,MCO,,,W24L28:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#XFQ8JI,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
104682335,01-FEB-23,30027,Nordstrom RSW,,,XFQ8JINR,MCO,,,W30L28:103|W32L28:68|W25L28:141|W26L28:202|W28L28:194|W24L28:94|W27L28:224|W29L28:151|W33L28:48,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#XFQ8JI,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
104682335,01-FEB-23,30072,Nordstrom DIR West,,,XFQ8JINJ,MCO,,,W24L28:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#XFQ8JI,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30025,Nordstrom DIR East,,,BM8894NI,MCO,,,W24L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30026,Nordstrom FLS,,,BM8894NF,MCO,,,W24L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30027,Nordstrom RSW,,,BM8894NR,MCO,,,W25L32:484|W26L32:750|W28L32:668|W30L32:369|W32L32:139|W34L32:21|W24L32:90|W27L32:787|W29L32:529|W31L32:234|W33L32:29,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30068,Nordstrom Canada RSW,,,BM8894NC,MCO,,,W25L32:42|W26L32:66|W28L32:59|W30L32:32|W32L32:13|W34L32:2|W24L32:8|W27L32:69|W29L32:47|W31L32:20|W33L32:2,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30072,Nordstrom DIR West,,,BM8894NJ,MCO,,,W24L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,17-FEB-23,Commercial Team,TS,JEANS NEW,Denim
115063420,01-FEB-23,30013,LaModa,,,0KSSZ3LM,MCO,,,W28:0|W30:0|W32:0|W34:0|W36:0,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Shorts TM,Topman,#0KSSZ3,17-FEB-23,Commercial Team,TM,Bottoms & Tailoring,Shorts
115063420,01-FEB-23,30022,Namshi,,,0KSSZ3NM,MCO,,,W28:2|W30:8|W32:9|W34:7|W36:4,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Shorts TM,Topman,#0KSSZ3,17-FEB-23,Commercial Team,TM,Bottoms & Tailoring,Shorts
115873938,01-MAR-23,30025,Nordstrom DIR East,,,MM8OZANI,MCO,6,09-JAN-23,L:0|M:0|S:0|XL:0|XS:0|XXL:0,ORA-01403: no data found
ORA-01422: exact fetch returns more than requested number of rows - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT - 100,Jersey TM,Topman,#MM8OZA,17-FEB-23,Commercial Team,TM,Jersey,HW Jersey

115873938,01-MAR-23,30026,Nordstrom FLS,,,MM8OZANF,MCO,6,09-JAN-23,L:0|M:0|S:0|XL:0|XS:0|XXL:0,ORA-01403: no data found
ORA-01422: exact fetch returns more than requested number of rows - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT - 100,Jersey TM,Topman,#MM8OZA,17-FEB-23,Commercial Team,TM,Jersey,HW Jersey

115873938,01-MAR-23,30067,Nordstrom Canada FLS,,,MM8OZANB,MCO,6,09-JAN-23,L:0|M:0|S:0|XL:0|XS:0|XXL:0,ORA-01403: no data found
ORA-01422: exact fetch returns more than requested number of rows - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT - 100,Jersey TM,Topman,#MM8OZA,17-FEB-23,Commercial Team,TM,Jersey,HW Jersey

115873938,01-MAR-23,30072,Nordstrom DIR West,,,MM8OZANJ,MCO,6,09-JAN-23,L:0|M:0|S:0|XL:0|XS:0|XXL:0,ORA-01403: no data found
ORA-01422: exact fetch returns more than requested number of rows - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT - 100,Jersey TM,Topman,#MM8OZA,17-FEB-23,Commercial Team,TM,Jersey,HW Jersey

116053088,01-FEB-23,30013,LaModa,,,3PDQE8LM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0,Cannot cancel non-existing Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30022,Namshi,,,3PDQE8NM,MCO,,,UK6:3|UK8:6|UK10:8|UK12:6|UK14:5|UK16:2|UK18:0,Postcode is missing from Partners address(es).,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30025,Nordstrom DIR East,,,3PDQE8NI,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30026,Nordstrom FLS,,,3PDQE8NF,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Sum of units by size does not match total units.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30029,The Iconic,,,3PDQE8IC,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Cannot cancel non-existing Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30045,Yoox,,,3PDQE8YX,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Cannot cancel non-existing Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30067,Nordstrom Canada FLS,,,3PDQE8NB,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053088,01-FEB-23,30072,Nordstrom DIR West,,,3PDQE8NJ,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#3PDQE8,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053089,01-FEB-23,30022,Namshi,,,PX8QEHNM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Cannot cancel non-existing Sales Order.,Formal Wear TS,Topshop,#PX8QEH,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053089,01-FEB-23,30025,Nordstrom DIR East,,,PX8QEHNI,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#PX8QEH,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053089,01-FEB-23,30026,Nordstrom FLS,,,PX8QEHNF,MCO,,,UK4:50,Missing international sizes for SKU: 116054612 - WP_SO_IMPORT_SQL.SKU_INT_SIZE_VAL,Formal Wear TS,Topshop,#PX8QEH,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116053089,01-FEB-23,30045,Yoox,,,PX8QEHYX,MCO,,,UK6:8|UK8:15|UK10:16|UK12:11|UK14:5|UK16:3|UK18:1|UK4:1,Missing international sizes for SKU: 116054613 - WP_SO_IMPORT_SQL.SKU_INT_SIZE_VAL,Formal Wear TS,Topshop,#PX8QEH,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116053089,01-FEB-23,30072,Nordstrom DIR West,,,PX8QEHNJ,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#PX8QEH,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053090,01-FEB-23,30025,Nordstrom DIR East,,,DDKQDENI,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#DDKQDE,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053090,01-FEB-23,30026,Nordstrom FLS,,,DDKQDENF,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Sum of units by size does not match total units.,Formal Wear TS,Topshop,#DDKQDE,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053090,01-FEB-23,30045,Yoox,,,DDKQDEYX,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Cannot cancel non-existing Sales Order.,Formal Wear TS,Topshop,#DDKQDE,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053090,01-FEB-23,30067,Nordstrom Canada FLS,,,DDKQDENB,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#DDKQDE,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116053090,01-FEB-23,30072,Nordstrom DIR West,,,DDKQDENJ,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Formal Wear TS,Topshop,#DDKQDE,17-FEB-23,Wholesale Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30022,Namshi,,,ZUK42KNM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30025,Nordstrom DIR East,,,ZUK42KNI,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30026,Nordstrom FLS,,,ZUK42KNF,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30029,The Iconic,,,ZUK42KIC,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30045,Yoox,,,ZUK42KYX,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30067,Nordstrom Canada FLS,,,ZUK42KNB,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30072,Nordstrom DIR West,,,ZUK42KNJ,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843613,01-FEB-23,30074,Dafiti Brazil,,,ZUK42KDB,MCO,,,UK6:2|UK8:5|UK10:6|UK12:5|UK14:2|UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#ZUK42K,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30022,Namshi,,,Y7842CNM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30025,Nordstrom DIR East,,,Y7842CNI,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30026,Nordstrom FLS,,,Y7842CNF,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30029,The Iconic,,,Y7842CIC,MCO,,,UK6:1|UK8:4|UK10:5|UK12:3|UK14:1|UK16:1|UK18:0|UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30045,Yoox,,,Y7842CYX,MCO,,,UK6:10|UK8:18|UK10:18|UK12:13|UK14:6|UK16:3|UK18:1|UK4:1,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30067,Nordstrom Canada FLS,,,Y7842CNB,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30072,Nordstrom DIR West,,,Y7842CNJ,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116843617,01-FEB-23,30074,Dafiti Brazil,,,Y7842CDB,MCO,,,UK6:1|UK8:4|UK10:5|UK12:3|UK14:1|UK16:1,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#Y7842C,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116993628,01-FEB-23,30013,LaModa,,,KNDFCLLM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#KNDFCL,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116993628,01-FEB-23,30025,Nordstrom DIR East,,,KNDFCLNI,MCO,,,UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#KNDFCL,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116993628,01-FEB-23,30026,Nordstrom FLS,,,KNDFCLNF,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#KNDFCL,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116993628,01-FEB-23,30045,Yoox,,,KNDFCLYX,MCO,,,UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#KNDFCL,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116993628,01-FEB-23,30067,Nordstrom Canada FLS,,,KNDFCLNB,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#KNDFCL,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
116993628,01-FEB-23,30072,Nordstrom DIR West,,,KNDFCLNJ,MCO,,,UK4:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Formal Wear TS,Topshop,#KNDFCL,17-FEB-23,Commercial Team,TS,APPAREL 2,Formal
117703513,01-FEB-23,30013,LaModa,,,1UKARQLM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK4:0,Cannot cancel non-existing Sales Order.,Miss Selfridge WB,Miss Selfridge,#1UKARQ,17-FEB-23,Wholesale Team,MS,Miss S Order Book Nov 21 Onwards,SOFT SEPARATES
117703513,01-FEB-23,30022,Namshi,,,1UKARQNM,MCO,,,UK6:3|UK8:6|UK10:5|UK12:3|UK14:2|UK16:1|UK18:0|UK4:0,Postcode is missing from Partners address(es).,Miss Selfridge WB,Miss Selfridge,#1UKARQ,17-FEB-23,Wholesale Team,MS,Miss S Order Book Nov 21 Onwards,SOFT SEPARATES
117703513,01-FEB-23,30029,The Iconic,,,1UKARQIC,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Cannot cancel non-existing Sales Order.,Miss Selfridge WB,Miss Selfridge,#1UKARQ,17-FEB-23,Wholesale Team,MS,Miss S Order Book Nov 21 Onwards,SOFT SEPARATES
117703514,01-FEB-23,30013,LaModa,,,MNDARVLM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0,Cannot cancel non-existing Sales Order.,Miss Selfridge WB,Miss Selfridge,#MNDARV,17-FEB-23,Wholesale Team,MS,Miss S Order Book Nov 21 Onwards,SOFT SEPARATES
117703514,01-FEB-23,30022,Namshi,,,MNDARVNM,MCO,,,UK6:3|UK8:4|UK10:5|UK12:3|UK14:2|UK16:3|UK18:0|UK4:0,Postcode is missing from Partners address(es).,Miss Selfridge WB,Miss Selfridge,#MNDARV,17-FEB-23,Wholesale Team,MS,Miss S Order Book Nov 21 Onwards,SOFT SEPARATES
117723923,01-FEB-23,30022,Namshi,,,88DMT9NM,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Cannot cancel non-existing Sales Order.,Evening Dresses TS,Topshop,#88DMT9,17-FEB-23,Wholesale Team,TS,APPAREL 1,Eve Dress
117723923,01-FEB-23,30025,Nordstrom DIR East,,,88DMT9NI,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Evening Dresses TS,Topshop,#88DMT9,17-FEB-23,Wholesale Team,TS,APPAREL 1,Eve Dress
117723923,01-FEB-23,30026,Nordstrom FLS,,,88DMT9NF,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Evening Dresses TS,Topshop,#88DMT9,17-FEB-23,Wholesale Team,TS,APPAREL 1,Eve Dress
117723923,01-FEB-23,30029,The Iconic,,,88DMT9IC,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0|UK4:0,Cannot cancel non-existing Sales Order.,Evening Dresses TS,Topshop,#88DMT9,17-FEB-23,Wholesale Team,TS,APPAREL 1,Eve Dress
117723923,01-FEB-23,30045,Yoox,,,88DMT9YX,MCO,,,UK6:10|UK8:16|UK10:18|UK12:13|UK14:8|UK16:5|UK4:0,Missing international sizes for SKU: 117723939 - WP_SO_IMPORT_SQL.SKU_INT_SIZE_VAL,Evening Dresses TS,Topshop,#88DMT9,17-FEB-23,Commercial Team,TS,APPAREL 1,Eve Dress
117723923,01-FEB-23,30072,Nordstrom DIR West,,,88DMT9NJ,MCO,,,UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0,Quantity can only be 0 when cancelling the Sales Order.,Evening Dresses TS,Topshop,#88DMT9,17-FEB-23,Wholesale Team,TS,APPAREL 1,Eve Dress
