ACTION,OPTION ID,PO ID,MID CODE
ADD,139306540,500032578722,CNQINSAMQIN
ADD,121834003,500033438277,CNQINSAMQIN
ADD,142997966,500033423202,CNQINSAMQIN
ADD,142514210,500033337511,CNQINSAMQIN
ADD,139080966,500032507149,CNQINSAMQIN
ADD,141932129,500033335089,CNQINSAMQIN
ADD,139983741,500033496552,CNQINSAMQIN
ADD,141502895,500033133514,CNQINSAMQIN
ADD,139986269,500032749422,CNQINSAMQIN
ADD,138370109,500032302953,CNQINSAMQIN
ADD,139983742,500032747134,CNQINSAMQIN
ADD,139613633,500032652011,CNQINSAMQIN
ADD,142086929,500033265837,CNQINSAMQIN
ADD,140912701,500032998505,CNQINSAMQIN
ADD,138518934,500032324175,CNQINSAMQIN
ADD,140562725,500032899751,CNQINSAMQIN
ADD,142974864,500033415749,CNQINSAMQIN
ADD,141308171,500033101443,CNQINSAMQIN
ADD,140566879,500032900595,CNQINSAMQIN
ADD,133932931,500032722823,CNQINSAMQIN
ADD,139107092,500033277334,CNQINSAMQIN
ADD,139982535,500032745762,CNQINSAMQIN
ADD,119173700,500033231850,CNQINSAMQIN
ADD,142045927,500033229250,CNQINSAMQIN
ADD,139586800,500033335089,CNQINSAMQIN
ADD,139800062,500032711729,CNQINSAMQIN
